CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
196,Cyprus,0,,0.05,0.06,0.11,0.41,0.67,4.38,8.89,11.34,15.26,18.82,28.32,30.09,33.83,32.81,35.83,40.77,42.31,49.81,52.99,57.68,61
203,Czech Republic,0,,,0.58,1.26,1.45,1.94,2.92,3.9,6.83,9.78,14.7,23.93,34.3,35.5,35.27,47.93,51.93,62.97,64.43,68.82,72.97,75
180,Democratic Republic of the Congo,0,,,,,,0,0,0,0,0.01,0.01,0.09,0.13,0.2,0.24,0.3,0.37,0.44,0.56,0.72,1.2,1.68
208,Denmark,0.1,0.19,0.39,0.58,1.34,3.83,5.71,11.38,22.67,30.59,39.17,42.96,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,90,93
262,Djibouti,0,,,,,0.02,0.03,0.08,0.09,0.11,0.19,0.34,0.49,0.63,0.78,0.95,1.27,1.62,2.26,4,6.5,7,8.27
212,Dominica,0,,,,,0.55,1.17,,2.93,2.93,8.81,13.25,18.42,23.62,30.32,38.54,39.4,40.27,41.16,42.02,47.45,51.31,55.18
214,Dominican Republic,0,,,,,0.02,0.07,0.14,0.23,1.1,3.7,4.43,6.82,7.9,8.87,11.48,14.84,17.66,20.82,27.72,31.4,38.58,45
218,Ecuador,0,,0.01,0.02,0.03,0.04,0.09,0.11,0.13,0.82,1.46,2.67,4.26,4.46,4.83,5.99,7.2,10.8,18.8,24.6,29.03,31.4,35.13
818,Egypt,0,,,0,0.01,0.03,0.06,0.09,0.15,0.29,0.64,0.84,2.72,4.04,11.92,12.75,13.66,16.03,18.01,25.69,31.42,39.83,44.07
222,El Salvador,0,,,,,,0.09,0.26,0.43,0.85,1.18,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,25.5
226,Equatorial Guinea,0,,,,,,,0.04,0.09,0.1,0.13,0.17,0.32,0.52,0.84,1.15,1.28,1.56,1.82,2.13,6,11.5,13.94
232,Eritrea,0,,,0,0,0,0,0.01,0.01,0.03,0.14,0.16,0.23,,,,,,,,,0.7,0.8
233,Estonia,0,,0.07,0.3,1.16,2.78,3.53,5.71,10.8,14.5,28.58,31.53,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,79
231,Ethiopia,0,,,,,0,0,0,0.01,0.01,0.02,0.04,0.07,0.11,0.16,0.22,0.31,0.37,0.45,0.54,0.75,1.1,1.48
234,Faeroe Islands,0,,,,,0,2.32,4.6,11.34,22.3,32.92,43.25,53.3,58.91,66.53,67.9,69.36,75.98,75.57,75.18,75.2,80.73,85.34
238,Falkland Islands (Malvinas),0,,,0,0,0,,3.76,,56.4,58.62,64.6,64.15,64.02,67.32,84.01,87.1,90.06,92.96,95.84,95.84,96.38,96.92
242,Fiji,0,,,0.01,0.01,0.01,0.06,0.22,0.63,0.94,1.5,1.86,6.15,6.73,7.41,8.45,9.6,10.9,13,17,20,28,33.74
246,Finland,0.4,1.4,1.89,2.57,4.92,13.9,16.78,19.46,25.45,32.3,37.25,43.11,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,89.37,91
250,France,0.05,0.14,0.28,0.59,0.9,1.64,2.58,4.26,6.32,9.13,14.31,26.33,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,80.1,79.58,83
258,French Polynesia,0,,,,,,0.09,0.21,1.32,3.45,6.36,6.25,8.2,14.12,17.88,21.54,25.11,28.59,33.87,44.6,49,49,52.88
266,Gabon,0,,,,,,0,0.05,0.17,0.25,1.22,1.35,1.94,2.66,2.98,4.89,5.49,5.77,6.21,6.7,7.23,8,8.62
270,Gambia,0,,,,,0.01,0.04,0.05,0.21,0.72,0.92,1.34,1.8,2.44,3.31,3.8,5.24,6.21,6.88,7.63,9.2,10.87,12.45
268,Georgia,0,,,,,0.01,0.04,0.06,0.1,0.42,0.48,0.99,1.59,2.56,3.89,6.08,7.53,8.26,10.01,20.07,26.9,36.56,45.5
276,Germany,0.13,0.25,0.44,0.46,0.92,1.84,3.05,6.71,9.88,20.85,30.22,31.65,48.82,55.9,64.73,68.71,72.16,75.16,78,79,82,83,84
288,Ghana,0,,,,,0,0.01,0.03,0.03,0.1,0.15,0.2,0.83,1.19,1.72,1.83,2.72,3.85,4.27,5.44,7.8,14.11,17.11
300,Greece,0,0.05,0.05,0.19,0.38,0.75,1.4,1.85,3.22,6.88,9.14,10.94,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,53,56
304,Greenland,0,,,,0.06,0.05,1.8,7.95,14.65,21.6,31.75,35.46,44.15,54.53,56.1,57.7,59.36,61.07,62.82,62.83,63,64,64.9
308,Grenada,0,0,0,0,0,0,0.3,0.99,1.48,2.47,4.06,5.13,14.76,18.65,19.57,20.49,21.4,22.29,23.18,24.05,33.46,38.13,42.09
316,Guam,0,,,,0.35,0.66,1.36,2.34,4.5,8.5,16.11,25.38,31.19,33.72,36.16,38.56,43.85,46.15,48.42,50.64,54.04,57.7,61.53
320,Guatemala,0,,,,,0,0.02,0.1,0.47,0.59,0.71,1.74,3.39,4.55,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16
324,Guinea,0,,,,0,0,0,0,0.01,0.06,0.1,0.18,0.4,0.45,0.51,0.54,0.64,0.78,0.92,0.94,1,1.3,1.49
624,Guinea-Bissau,0,,,,,,,0.02,0.02,0.12,0.23,0.3,1.02,1.35,1.81,1.9,2.06,2.21,2.35,2.3,2.45,2.67,2.89
328,Guyana,0,,,,,,0.07,0.13,0.26,3.97,6.61,13.21,,,,,,,18.2,23.9,29.9,32,34.31
332,Haiti,0,,,,,,0.01,,0.02,0.07,0.23,0.34,0.89,1.65,5.4,6.38,6.8,7.2,7.6,8.1,8.37,9.5,10.87
340,Honduras,0,,,,,0.04,0.04,0.17,0.3,0.57,1.2,1.42,2.6,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12
348,Hungary,0,0,0.05,0.19,0.48,0.68,0.97,1.94,3.89,5.86,7,14.53,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,70,72
352,Iceland,0,0.51,1.54,2.67,6.79,11.22,14.81,27.48,36.26,41.29,44.47,49.39,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,95.02,96
356,India,0,,0,0,0,0.03,0.05,0.07,0.14,0.27,0.53,0.66,1.54,1.69,1.98,2.39,2.81,3.95,4.38,5.12,7.5,10.07,12.58
360,Indonesia,0,,,,0,0.03,0.06,0.19,0.26,0.44,0.93,2.02,2.13,2.39,2.6,3.6,4.76,5.79,7.92,6.92,10.92,12.28,15.36
364,Iran,0,,,,0,0,0.02,0.05,0.1,0.38,0.93,1.48,4.63,6.93,7.49,8.1,8.76,9.47,10.24,11.07,14.7,21,26
368,Iraq,0,,,,,,,,,,,0.1,0.5,0.6,0.9,0.9,0.95,0.93,1,1.06,2.5,5,7.1
372,Ireland,0,0.06,0.17,0.28,0.56,1.11,2.2,4.09,8.1,10.93,17.85,23.14,25.85,34.31,36.99,41.61,54.82,60.55,65.34,67.38,69.85,76.82,79
376,Israel,0.11,0.21,0.31,0.4,0.58,0.93,2.17,4.4,10.31,13.44,20.87,17.38,17.76,19.59,22.77,25.19,27.88,48.13,59.39,63.12,67.5,68.9,73.37
380,Italy,0.02,0.04,0.07,0.12,0.19,0.52,1.02,2.28,4.56,14.38,23.11,27.22,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,56.8,58
388,Jamaica,0,,,,0.04,0.11,0.59,0.8,1.98,2.36,3.12,3.86,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.49,46.5
392,Japan,0.02,0.04,0.1,0.4,0.8,1.59,4.37,9.16,13.41,21.39,29.99,38.53,46.59,48.44,62.39,66.92,68.69,74.3,75.4,78,78.21,79.05,79.05
400,Jordan,0,,,,,0.02,0.04,0.6,1.31,2.53,2.62,4.71,6.03,8.47,11.66,12.93,13.87,20,23,26,27.2,34.9,41
398,Kazakhstan,0,,,,0,0.01,0.03,0.06,0.13,0.46,0.67,1.01,1.67,2,2.65,2.96,3.27,4.02,11,18.2,31.6,50.6,53.32
404,Kenya,0,,,,,0,0.01,0.03,0.05,0.11,0.32,0.62,1.21,2.94,3.02,3.1,7.53,7.95,8.67,10.04,14,28,32.1
296,Kiribati,0,,,,,,,,0.62,1.21,1.79,2.34,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.75
408,"Korea, Democratic People's Republic of",0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
410,"Korea, Republic of",0.02,0.05,0.1,0.25,0.31,0.82,1.62,3.6,6.78,23.55,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.8,84.1
414,Kuwait,0,,,0.09,0.15,0.2,0.86,2.17,3.05,4.76,6.73,8.55,10.25,22.4,22.93,25.93,28.79,34.8,42,50.8,61.4,74.2,79.18
417,Kyrgyzstan,0,,,,,,,,0.07,0.2,1.04,3,3,3.91,5.09,10.53,12.31,14.03,15.7,17,18.4,20,21.72
418,Lao People's Democratic Republic,0,,,,,,,,0.01,0.04,0.11,0.18,0.27,0.33,0.36,0.85,1.17,1.64,3.55,6,7,9,10.75
428,Latvia,0,,,,,,0.81,2.05,3.32,4.39,6.32,7.22,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,71.68,74
422,Lebanon,0,,,,,0.07,0.14,1.24,2.72,5.38,7.95,6.78,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.25
426,Lesotho,0,,,,,,0,0.01,0.01,0.05,0.21,0.26,1.08,1.53,2.18,2.58,2.98,3.45,3.58,3.72,3.86,4.22,4.59
430,Liberia,0,,,,,,,0,0,0.01,0.02,0.03,0.03,0.03,0.03,,,0.55,0.53,0.51,2.3,3,3.79
434,Libyan Arab Jamahiriya,0,,,,,,,,,0.13,0.19,0.37,2.24,2.81,3.53,3.92,4.3,4.72,9,10.8,14,14,19.86
438,Liechtenstein,0,,,,,,,,,,36.52,45.12,59.47,58.81,64.01,63.37,64.21,65.08,70,75,80,85,89.41
440,Lithuania,0,,,,,,0.28,0.98,1.97,2.92,6.43,7.18,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,65.05,68
442,Luxembourg,0,,0.15,0.3,0.5,1.59,5.55,7.14,11.75,17.39,22.89,36.16,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.89,92
450,Madagascar,0,,,,,,0,0.01,0.06,0.17,0.2,0.22,0.34,0.42,0.53,0.57,0.61,0.65,1.65,1.63,1.7,1.9,2.05
454,Malawi,0,,,,,,,0,0.02,0.09,0.13,0.16,0.22,0.28,0.35,0.38,0.43,0.97,0.7,1.07,2.26,3.33,4.35
458,Malaysia,0,,0,0.03,0.1,0.15,0.85,2.31,6.75,12.31,21.38,26.7,32.34,34.97,42.25,48.63,51.64,55.7,55.8,55.9,56.3,61,65.8
462,Maldives,0,0,0,0,0,0,0.23,0.31,0.57,1.12,2.2,3.62,5.35,5.98,6.59,6.87,11.04,16.3,23.2,24.8,26.53,34,38.93
466,Mali,0,,,,,,0,0.01,0.02,0.06,0.14,0.19,0.23,0.31,0.43,0.51,0.73,0.81,1.57,1.8,1.9,2,2.17
470,Malta,0,,,,,0.22,1.05,3.92,6.5,7.76,13.11,17.88,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,69.22,70
584,Marshall Islands,0,0,0,0,0,0,0.04,,,0.97,1.53,1.71,2.34,2.57,3.6,3.88,3.8,3.95,4.6,5.6,7,8.06,10
478,Mauritania,0,,,,,,,0,0.04,0.12,0.19,0.26,0.36,0.42,0.48,0.67,0.98,1.43,1.87,2.28,4,4.5,5.37
480,Mauritius,0,,,,,,0.18,0.48,2.57,4.65,7.28,8.78,10.25,12.19,13.69,15.17,16.7,20.22,21.81,22.51,28.33,34.95,41.39
175,Mayotte,0,,,,,,,,,,1.21,,,,,,,,,,,,
484,Mexico,0,0.01,0.02,0.03,0.04,0.1,0.2,0.63,1.27,1.86,5.08,7.04,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,34.96,38.42
583,Micronesia,0,,,,,,0.28,0.57,1.86,2.8,3.73,4.66,5.57,9.23,11.02,11.88,12.75,13.62,14.49,15.35,20,22.8,25.97
492,Monaco,0,,,,,,,,,,42.18,46.65,48.05,49.49,52.49,55.46,61.48,64.38,67.25,70.1,75,80.3,87
