CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
646,Rwanda,,,,,,32.4,,,,,33,,,,,,,,,,,
654,Saint Helena,,,,,,,,,46.8,,,,,,,,,,47.6,,,
662,Saint Lucia,,,,,51.8,47.4,49.2,48.5,47.6,51.3,49.4,,47.8,45.9,47.5,,,,,,,
882,Samoa,,,,,,,,,,,,36.7,,,,,,,,,,
674,San Marino,40.4,40.8,40.5,40.3,,39.9,39.9,40.5,40.4,41.2,,41.5,41.7,41.9,42.2,42.1,42.1,42.2,42.2,42.9,43.4,
678,Sao Tome and Principe,,32.1,,,,,,,,,,,,,,,,,,,,
682,Saudi Arabia,,,,,,,,,,14.9,14,14.2,14,,,,14.6,14.7,14.6,14.3,,
686,Senegal,,,,,,,,,,,,10.6,,,,,,,,,,
688,Serbia,,,,38.7,39.8,40.1,41.7,42.4,42.4,43.2,44,44.3,,,43.9,41.6,43.5,43.9,44,45.6,45.6,
690,Seychelles,,,49.4,,,,,,,,,,,,,,,,,,,
694,Sierra Leone,,,,,,,,,,,,,,,23.2,,,,,,,
702,Singapore,,42.5,42.9,43.3,43,41,44.7,41.8,42.5,42.8,,43.6,43.2,43.5,44,,44.8,45.1,45.7,45.4,,
703,Slovakia,46.8,44.9,47.3,47.3,47.4,47.2,47.2,47.5,47.6,48.4,48.9,49,48.6,48.7,48.5,48.1,47.2,47.4,47.7,47.8,48.7,48.2
705,Slovenia,47.8,48.1,48.5,48.8,48.7,48,49,46.5,48.1,47.9,48,47.7,47.9,47.4,47.6,47.4,47.9,46.8,47.4,47.9,47.9,48
90,Solomon Islands,,,,,,,,,,30.8,,,,,,,,,,,,
706,Somalia,21.7,,,,,,,,,,,,,,,,,,,,,
710,South Africa,,,,,,,,,,,41.1,42,40.7,41.6,40.8,41.4,41.3,42,44,45,44.5,44.8
724,Spain,32.3,33,33.7,34.7,35.5,35.7,36.6,37.2,37.1,38,38.9,39.4,40,40.7,41.5,42.3,43,43.7,44.9,46.4,47.3,47.8
144,Sri Lanka,,,,,,,,30.2,31.3,30.2,30.2,30.4,30.9,30,31,31.9,32.2,31,30.8,31,31,
275,State of Palestine,,,,,,,15.3,13.3,12.2,12.5,13.5,15.9,17,16.8,17.9,16.1,17.1,17,17.9,18.8,17.2,
736,Sudan (former),22.2,,20.1,,,,,,,,,,,,,,,,,,,
740,Suriname,41,,37.2,38.3,37.2,35.8,36.6,36.5,34.7,37.7,,,,,38.1,,,,,,36.3,
748,Swaziland,,,,35.2,34.4,33.2,33,32.4,,,,,,,,,,,,,,
752,Sweden,50.5,50.7,51.5,52,51.6,51.3,51.1,50.9,50.5,50.5,50.6,50.7,50.9,50.9,50.9,50.5,50.3,50.1,49.9,50.2,49.8,49.9
756,Switzerland,43.4,43.7,43.6,43.3,43.7,44.2,44.9,45.3,45.7,45.9,45.7,46.3,47.1,46.9,47.1,47.1,46.9,46.8,47.9,47.5,47.4,47.2
760,Syrian Arab Republic,,15.2,,,,,,,,,,16.1,15.9,16.1,,,,16.3,15.9,15.3,15.5,15.9
762,Tajikistan,,21.2,21.7,23.5,22.8,23.3,23.6,23.7,25,24.2,23.2,23.7,24.1,23.8,23.1,22.9,21.5,,,28.9,,
764,Thailand,41.9,41.9,41.5,41.8,41.9,41.3,40.8,42.4,43.5,43.9,44.1,44.3,44.2,44.5,44,45.4,45.1,45,45.4,45.5,45.4,45.4
807,Macedonia,38.3,38.2,38.5,38.8,38.5,38.5,38.7,39.5,40.3,41.3,41.6,41.9,42.2,44.1,43.2,42.6,42.6,43,41.9,42.2,42.2,42.4
626,Timor-Leste,,,,,,,,,,,,35,,,,,,,,,,
768,Togo,41,,,,,,,,,,,,,,,,,,,,,
772,Tokelau,,,,,,,,,,,,37,,,,,,,,,,
776,Tonga,,,,,,,35.6,,,,,,,,,,,,,,,
780,Trinidad and Tobago,35.6,36.3,38.3,38.5,38.8,39.2,39.7,38.8,39.4,39.9,40,39.9,41.4,41.9,43.5,43.9,,,,45.6,46.3,
788,Tunisia,,,,,22.7,,,,,24.1,24.3,24.6,24.9,25,,,,,,,,
792,Turkey,,16,17.2,16.7,17.7,17.9,17.6,18.2,18.7,19,19.5,19.5,21.3,21,20.4,20.9,21.5,22.4,23,23,23,23.6
795,Turkmenistan,,,,,,39.9,,,,,,,42.1,,,,,,,,,
796,Turks and Caicos Islands,,,,,,,,,,,,,,41,42.2,41.6,40.5,38.1,,,,
798,Tuvalu,,,,,,,,,,,,,34.3,39.1,33.9,,,,,,,
800,Uganda,,,,,,,,,,,,,,30.9,,,,,,,34.9,
804,Ukraine,,,,,,51.1,50.3,51,51.4,51.1,50,50.5,50.6,50.9,51,49.6,49.5,49.3,49.1,50.6,50.3,
784,United Arab Emirates,,,,,,,,,,,,,,,,,,,20.1,,,
826,United Kingdom,44,45.2,45.7,46.7,47,46.9,47.9,47.1,46.6,45.9,46,46.1,46.3,46,46.3,46.3,46.4,46.1,46.3,46.9,46.7,46.7
834,Tanzania,,,,,,,,,,,,,,,,,30.5,,,,,
